# ChessPro opening book
# Format per line: coordinate-move sequence | opening name / training label
# Example: e2e4 e7e5 g1f3 | King's Pawn example

g1f3 d7d5 c2c4 e7e6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 d2d4 f2f4 f7f5 | Reti Opening training line 6267
g1f3 d7d5 c2c4 e7e6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 d2d4 a2a3 b7b5 | Reti Opening training line 6268
g1f3 d7d5 c2c4 e7e6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 d2d4 h2h4 h7h5 | Reti Opening training line 6269
g1f3 d7d5 c2c4 e7e6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 d2d4 d1d2 d8d7 | Reti Opening training line 6270
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 | English Four Knights training line 6271
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 a2a3 h7h6 | English Four Knights training line 6272
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 h2h3 h7h6 | English Four Knights training line 6273
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 b2b3 c8b7 | English Four Knights training line 6274
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 a2a4 a7a5 | English Four Knights training line 6275
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 c1e3 c8e6 | English Four Knights training line 6276
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 d1e2 d8e7 | English Four Knights training line 6277
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 f1e2 f8e7 | English Four Knights training line 6278
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 g2g3 g7g6 | English Four Knights training line 6279
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 b1d2 b8d7 | English Four Knights training line 6280
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 c2c3 c7c6 | English Four Knights training line 6281
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 f2f4 f7f5 | English Four Knights training line 6282
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 a2a3 b7b5 | English Four Knights training line 6283
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 h2h4 h7h5 | English Four Knights training line 6284
c2c4 e7e5 b1c3 g8f6 g2g3 d7d5 c4d5 f6d5 f1g2 d5b6 g1f3 b8c6 d1d2 d8d7 | English Four Knights training line 6285
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 | English Symmetrical training line 6286
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 a2a3 h7h6 | English Symmetrical training line 6287
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 h2h3 h7h6 | English Symmetrical training line 6288
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 b2b3 c8b7 | English Symmetrical training line 6289
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 a2a4 a7a5 | English Symmetrical training line 6290
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 c1e3 c8e6 | English Symmetrical training line 6291
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 d1e2 d8e7 | English Symmetrical training line 6292
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 f1e2 f8e7 | English Symmetrical training line 6293
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 g2g3 g7g6 | English Symmetrical training line 6294
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 b1d2 b8d7 | English Symmetrical training line 6295
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 c2c3 c7c6 | English Symmetrical training line 6296
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 f2f4 f7f5 | English Symmetrical training line 6297
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 a2a3 b7b5 | English Symmetrical training line 6298
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 h2h4 h7h5 | English Symmetrical training line 6299
c2c4 c7c5 g1f3 g8f6 b1c3 d7d5 c4d5 f6d5 e2e3 b8c6 f1b5 d1d2 d8d7 | English Symmetrical training line 6300
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 | Scandinavian training line 6301
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 a2a3 h7h6 | Scandinavian training line 6302
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 h2h3 h7h6 | Scandinavian training line 6303
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 b2b3 c8b7 | Scandinavian training line 6304
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 a2a4 a7a5 | Scandinavian training line 6305
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 c1e3 c8e6 | Scandinavian training line 6306
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 d1e2 d8e7 | Scandinavian training line 6307
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 f1e2 f8e7 | Scandinavian training line 6308
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 g2g3 g7g6 | Scandinavian training line 6309
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 b1d2 b8d7 | Scandinavian training line 6310
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 c2c3 c7c6 | Scandinavian training line 6311
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 f2f4 f7f5 | Scandinavian training line 6312
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 a2a3 b7b5 | Scandinavian training line 6313
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 h2h4 h7h5 | Scandinavian training line 6314
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c7c6 f1c4 c8g4 d1d2 d8d7 | Scandinavian training line 6315
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 | Alekhine Defense training line 6316
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 a2a3 h7h6 | Alekhine Defense training line 6317
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 h2h3 h7h6 | Alekhine Defense training line 6318
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 b2b3 c8b7 | Alekhine Defense training line 6319
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 a2a4 a7a5 | Alekhine Defense training line 6320
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 c1e3 c8e6 | Alekhine Defense training line 6321
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 d1e2 d8e7 | Alekhine Defense training line 6322
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 f1e2 f8e7 | Alekhine Defense training line 6323
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 g2g3 g7g6 | Alekhine Defense training line 6324
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 b1d2 b8d7 | Alekhine Defense training line 6325
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 c2c3 c7c6 | Alekhine Defense training line 6326
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 f2f4 f7f5 | Alekhine Defense training line 6327
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 a2a3 b7b5 | Alekhine Defense training line 6328
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 h2h4 h7h5 | Alekhine Defense training line 6329
e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 e7e6 e1g1 d1d2 d8d7 | Alekhine Defense training line 6330
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 f1d3 | Pirc Austrian training line 6331
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 f1d3 a2a3 h7h6 | Pirc Austrian training line 6332
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 f1d3 h2h3 h7h6 | Pirc Austrian training line 6333
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 f1d3 b2b3 c8b7 | Pirc Austrian training line 6334
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 f1d3 a2a4 a7a5 | Pirc Austrian training line 6335
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 f1d3 c1e3 c8e6 | Pirc Austrian training line 6336
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 f1d3 d1e2 d8e7 | Pirc Austrian training line 6337
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 f1d3 f1e2 f8e7 | Pirc Austrian training line 6338
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 f1d3 g2g3 g7g6 | Pirc Austrian training line 6339
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 f1d3 b1d2 b8d7 | Pirc Austrian training line 6340
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 f1d3 c2c3 c7c6 | Pirc Austrian training line 6341
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 f1d3 f2f4 f7f5 | Pirc Austrian training line 6342
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 f1d3 a2a3 b7b5 | Pirc Austrian training line 6343
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 f1d3 h2h4 h7h5 | Pirc Austrian training line 6344
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 f1d3 d1d2 d8d7 | Pirc Austrian training line 6345
e2e4 g7g6 d2d4 f8g7 b1c3 d7d6 f2f4 g8f6 g1f3 e8g8 | Modern Defense training line 6346
e2e4 g7g6 d2d4 f8g7 b1c3 d7d6 f2f4 g8f6 g1f3 e8g8 a2a3 h7h6 | Modern Defense training line 6347
e2e4 g7g6 d2d4 f8g7 b1c3 d7d6 f2f4 g8f6 g1f3 e8g8 h2h3 h7h6 | Modern Defense training line 6348
e2e4 g7g6 d2d4 f8g7 b1c3 d7d6 f2f4 g8f6 g1f3 e8g8 b2b3 c8b7 | Modern Defense training line 6349
e2e4 g7g6 d2d4 f8g7 b1c3 d7d6 f2f4 g8f6 g1f3 e8g8 a2a4 a7a5 | Modern Defense training line 6350
e2e4 g7g6 d2d4 f8g7 b1c3 d7d6 f2f4 g8f6 g1f3 e8g8 c1e3 c8e6 | Modern Defense training line 6351
e2e4 g7g6 d2d4 f8g7 b1c3 d7d6 f2f4 g8f6 g1f3 e8g8 d1e2 d8e7 | Modern Defense training line 6352
e2e4 g7g6 d2d4 f8g7 b1c3 d7d6 f2f4 g8f6 g1f3 e8g8 f1e2 f8e7 | Modern Defense training line 6353
e2e4 g7g6 d2d4 f8g7 b1c3 d7d6 f2f4 g8f6 g1f3 e8g8 g2g3 g7g6 | Modern Defense training line 6354
e2e4 g7g6 d2d4 f8g7 b1c3 d7d6 f2f4 g8f6 g1f3 e8g8 b1d2 b8d7 | Modern Defense training line 6355
e2e4 g7g6 d2d4 f8g7 b1c3 d7d6 f2f4 g8f6 g1f3 e8g8 c2c3 c7c6 | Modern Defense training line 6356
e2e4 g7g6 d2d4 f8g7 b1c3 d7d6 f2f4 g8f6 g1f3 e8g8 f2f4 f7f5 | Modern Defense training line 6357
e2e4 g7g6 d2d4 f8g7 b1c3 d7d6 f2f4 g8f6 g1f3 e8g8 a2a3 b7b5 | Modern Defense training line 6358
e2e4 g7g6 d2d4 f8g7 b1c3 d7d6 f2f4 g8f6 g1f3 e8g8 h2h4 h7h5 | Modern Defense training line 6359
e2e4 g7g6 d2d4 f8g7 b1c3 d7d6 f2f4 g8f6 g1f3 e8g8 d1d2 d8d7 | Modern Defense training line 6360
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 f8e7 e1g1 e8g8 c2c4 | Dutch Defense training line 6361
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 f8e7 e1g1 e8g8 c2c4 a2a3 h7h6 | Dutch Defense training line 6362
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 f8e7 e1g1 e8g8 c2c4 h2h3 h7h6 | Dutch Defense training line 6363
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 f8e7 e1g1 e8g8 c2c4 b2b3 c8b7 | Dutch Defense training line 6364
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 f8e7 e1g1 e8g8 c2c4 a2a4 a7a5 | Dutch Defense training line 6365
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 f8e7 e1g1 e8g8 c2c4 c1e3 c8e6 | Dutch Defense training line 6366
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 f8e7 e1g1 e8g8 c2c4 d1e2 d8e7 | Dutch Defense training line 6367
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 f8e7 e1g1 e8g8 c2c4 f1e2 f8e7 | Dutch Defense training line 6368
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 f8e7 e1g1 e8g8 c2c4 g2g3 g7g6 | Dutch Defense training line 6369
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 f8e7 e1g1 e8g8 c2c4 b1d2 b8d7 | Dutch Defense training line 6370
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 f8e7 e1g1 e8g8 c2c4 c2c3 c7c6 | Dutch Defense training line 6371
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 f8e7 e1g1 e8g8 c2c4 f2f4 f7f5 | Dutch Defense training line 6372
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 f8e7 e1g1 e8g8 c2c4 a2a3 b7b5 | Dutch Defense training line 6373
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 f8e7 e1g1 e8g8 c2c4 h2h4 h7h5 | Dutch Defense training line 6374
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 f8e7 e1g1 e8g8 c2c4 d1d2 d8d7 | Dutch Defense training line 6375
e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 | Ruy Lopez Closed training line 6376
e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 a2a3 h7h6 | Ruy Lopez Closed training line 6377
e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 h2h3 h7h6 | Ruy Lopez Closed training line 6378
e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 b2b3 c8b7 | Ruy Lopez Closed training line 6379
e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 a2a4 a7a5 | Ruy Lopez Closed training line 6380
e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 c1e3 c8e6 | Ruy Lopez Closed training line 6381
e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 d1e2 d8e7 | Ruy Lopez Closed training line 6382
e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 f1e2 f8e7 | Ruy Lopez Closed training line 6383
e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 g2g3 g7g6 | Ruy Lopez Closed training line 6384
e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 b1d2 b8d7 | Ruy Lopez Closed training line 6385
e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 c2c3 c7c6 | Ruy Lopez Closed training line 6386
e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 f2f4 f7f5 | Ruy Lopez Closed training line 6387
e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 a2a3 b7b5 | Ruy Lopez Closed training line 6388
e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 h2h4 h7h5 | Ruy Lopez Closed training line 6389
e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 d1d2 d8d7 | Ruy Lopez Closed training line 6390
e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 e1g1 f6e4 d2d4 e4d6 b5c6 d7c6 d4e5 d6f5 | Ruy Lopez Berlin training line 6391
e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 e1g1 f6e4 d2d4 e4d6 b5c6 d7c6 d4e5 d6f5 a2a3 h7h6 | Ruy Lopez Berlin training line 6392
e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 e1g1 f6e4 d2d4 e4d6 b5c6 d7c6 d4e5 d6f5 h2h3 h7h6 | Ruy Lopez Berlin training line 6393
e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 e1g1 f6e4 d2d4 e4d6 b5c6 d7c6 d4e5 d6f5 b2b3 c8b7 | Ruy Lopez Berlin training line 6394
e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 e1g1 f6e4 d2d4 e4d6 b5c6 d7c6 d4e5 d6f5 a2a4 a7a5 | Ruy Lopez Berlin training line 6395
e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 e1g1 f6e4 d2d4 e4d6 b5c6 d7c6 d4e5 d6f5 c1e3 c8e6 | Ruy Lopez Berlin training line 6396
e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 e1g1 f6e4 d2d4 e4d6 b5c6 d7c6 d4e5 d6f5 d1e2 d8e7 | Ruy Lopez Berlin training line 6397
e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 e1g1 f6e4 d2d4 e4d6 b5c6 d7c6 d4e5 d6f5 f1e2 f8e7 | Ruy Lopez Berlin training line 6398
e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 e1g1 f6e4 d2d4 e4d6 b5c6 d7c6 d4e5 d6f5 g2g3 g7g6 | Ruy Lopez Berlin training line 6399
e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 e1g1 f6e4 d2d4 e4d6 b5c6 d7c6 d4e5 d6f5 b1d2 b8d7 | Ruy Lopez Berlin training line 6400
e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 e1g1 f6e4 d2d4 e4d6 b5c6 d7c6 d4e5 d6f5 c2c3 c7c6 | Ruy Lopez Berlin training line 6401
e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 e1g1 f6e4 d2d4 e4d6 b5c6 d7c6 d4e5 d6f5 f2f4 f7f5 | Ruy Lopez Berlin training line 6402
e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 e1g1 f6e4 d2d4 e4d6 b5c6 d7c6 d4e5 d6f5 a2a3 b7b5 | Ruy Lopez Berlin training line 6403
e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 e1g1 f6e4 d2d4 e4d6 b5c6 d7c6 d4e5 d6f5 h2h4 h7h5 | Ruy Lopez Berlin training line 6404
e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 e1g1 f6e4 d2d4 e4d6 b5c6 d7c6 d4e5 d6f5 d1d2 d8d7 | Ruy Lopez Berlin training line 6405
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 c2c3 g8f6 d2d3 d7d6 e1g1 e8g8 f1e1 | Italian Giuoco Piano training line 6406
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 c2c3 g8f6 d2d3 d7d6 e1g1 e8g8 f1e1 a2a3 h7h6 | Italian Giuoco Piano training line 6407
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 c2c3 g8f6 d2d3 d7d6 e1g1 e8g8 f1e1 h2h3 h7h6 | Italian Giuoco Piano training line 6408
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 c2c3 g8f6 d2d3 d7d6 e1g1 e8g8 f1e1 b2b3 c8b7 | Italian Giuoco Piano training line 6409
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 c2c3 g8f6 d2d3 d7d6 e1g1 e8g8 f1e1 a2a4 a7a5 | Italian Giuoco Piano training line 6410
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 c2c3 g8f6 d2d3 d7d6 e1g1 e8g8 f1e1 c1e3 c8e6 | Italian Giuoco Piano training line 6411
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 c2c3 g8f6 d2d3 d7d6 e1g1 e8g8 f1e1 d1e2 d8e7 | Italian Giuoco Piano training line 6412
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 c2c3 g8f6 d2d3 d7d6 e1g1 e8g8 f1e1 f1e2 f8e7 | Italian Giuoco Piano training line 6413
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 c2c3 g8f6 d2d3 d7d6 e1g1 e8g8 f1e1 g2g3 g7g6 | Italian Giuoco Piano training line 6414
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 c2c3 g8f6 d2d3 d7d6 e1g1 e8g8 f1e1 b1d2 b8d7 | Italian Giuoco Piano training line 6415
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 c2c3 g8f6 d2d3 d7d6 e1g1 e8g8 f1e1 c2c3 c7c6 | Italian Giuoco Piano training line 6416
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 c2c3 g8f6 d2d3 d7d6 e1g1 e8g8 f1e1 f2f4 f7f5 | Italian Giuoco Piano training line 6417
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 c2c3 g8f6 d2d3 d7d6 e1g1 e8g8 f1e1 a2a3 b7b5 | Italian Giuoco Piano training line 6418
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 c2c3 g8f6 d2d3 d7d6 e1g1 e8g8 f1e1 h2h4 h7h5 | Italian Giuoco Piano training line 6419
e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 c2c3 g8f6 d2d3 d7d6 e1g1 e8g8 f1e1 d1d2 d8d7 | Italian Giuoco Piano training line 6420
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 | Two Knights training line 6421
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 a2a3 h7h6 | Two Knights training line 6422
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 h2h3 h7h6 | Two Knights training line 6423
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 b2b3 c8b7 | Two Knights training line 6424
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 a2a4 a7a5 | Two Knights training line 6425
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 c1e3 c8e6 | Two Knights training line 6426
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 d1e2 d8e7 | Two Knights training line 6427
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 f1e2 f8e7 | Two Knights training line 6428
